Type,Date,Case,Latitude,Longtitude,Year,n_gov,s_gov
피습 사건,1963-08-05,북괴의 수류탄공격 사건,37.9556099992588,126.676601006326,1963,김일성,박정희
피습 사건,1964-01-14,F-86 D 전투기 피격 사건,37.9556099992588,126.676601006326,1964,김일성,박정희
피습 사건,1964-03-20,어선납북 사건,37.9603420103034,124.674942791936,1964,김일성,박정희
피습 사건,1964-08-10,무장간첩선 침투 사건,34.7937750577663,128.382057683559,1964,김일성,박정희
피습 사건,1964-09-19,무장간첩 침투 사건,38.109986189064,127.989945522474,1964,김일성,박정희
피습 사건,1964-11-14,휴전선남방 무장간첩 침투 사건,,,1964,김일성,박정희
피습 사건,1965-03-05,무장간첩선 침투 사건,37.4498744683541,129.165621734832,1965,김일성,박정희
피습 사건,1965-04-26,어선납북 사건,37.6651915483657,125.702047674071,1965,김일성,박정희
피습 사건,1965-05-18,미 L-19 정찰기 피격 사건,37.9556099992588,,1965,김일성,박정희
피습 사건,1965-07-18,무장간첩 침투 사건,37.734997519415,126.980031330233,1965,김일성,박정희
피습 사건,1965-08-22,무장공비 사건,38.1287722459322,128.325543985461,1965,김일성,박정희
피습 사건,1965-09-27,무장간첩 사건,36.5681878023317,128.730260547553,1965,김일성,박정희
피습 사건,1965-10-24,김두표중령 일가 피살 사건,38.109986189064,127.989945522474,1965,김일성,박정희
피습 사건,1965-10-29,어선납북 사건,37.6989887300572,126.447154040669,1965,김일성,박정희
피습 사건,1966-05-17,무장간첩 침투 사건,35.1802432613252,128.108822830868,1966,김일성,박정희
피습 사건,1966-07-29,어선단 포격 사건,37.5261722483585,129.122350295165,1966,김일성,박정희
피습 사건,1966-09-01,무장간첩 침투 사건,37.5324416397205,126.868422907741,1966,김일성,박정희
피습 사건,1966-09-07,고정간첩단 사건,,,1966,김일성,박정희
피습 사건,1966-10-10,간첩선 침투 사건,37.4677147637857,130.838096350954,1966,김일성,박정희
피습 사건,1966-10-21,식사운반트럭 피습 사건,37.9691945981238,126.779573951463,1966,김일성,박정희
피습 사건,1966-11-02,비무장지대 기습도발 사건,,,1966,김일성,박정희
피습 사건,1967-01-19,해군 56함 피격 사건,37.5261722483585,129.122350295165,1967,김일성,박정희
피습 사건,1967-04-05,관문각 침범 사건,37.5816745310255,126.978889955558,1967,김일성,박정희
피습 사건,1967-04-11,무장간첩 침투 사건,37.9691945981238,126.779573951463,1967,김일성,박정희
피습 사건,1967-04-12,비무장지대 북괴군 침입 사건,38.2069908081134,127.662292934064,1967,김일성,박정희
피습 사건,1967-04-17,해안간첩 사건,35.7984643835416,129.23851483698,1967,김일성,박정희
피습 사건,1967-05-17,무진간첩단 사건,,,1967,김일성,박정희
피습 사건,1967-05-22,미군 폭사 사건,37.9691945981238,126.779573951463,1967,김일성,박정희
피습 사건,1967-05-27,어선 총격 사건,37.6651915483657,125.702047674071,1967,김일성,박정희
피습 사건,1967-06-03,무장간첩 침투 사건,37.7936792652911,126.685999276181,1967,김일성,박정희
피습 사건,1967-06-29,무장간첩단 출몰 사건,37.1836862393249,128.483006712595,1967,김일성,박정희
피습 사건,1967-06-29,무장간첩단 출몰 사건,37.4304059167061,129.177410455788,1967,김일성,박정희
피습 사건,1967-06-29,무장간첩단 출몰 사건,37.7532226734235,128.875443586651,1967,김일성,박정희
피습 사건,1967-07-05,북괴군 기습 사건,38.4518638093902,128.297646756537,1967,김일성,박정희
피습 사건,1967-07-08,동백림 적화공작단 사건,,,1967,김일성,박정희
피습 사건,1967-07-16,북괴군 기습 사건,37.7936792652911,126.685999276181,1967,김일성,박정희
피습 사건,1967-07-19,무장간첩단 사건,35.5693302922261,126.856294984676,1967,김일성,박정희
피습 사건,1967-08-10,미군트럭 기습공격 사건,37.9556099992588,126.676601006326,1967,김일성,박정희
피습 사건,1967-08-28,미 공병대 피습 사건,37.9691945981238,126.779573951463,1967,김일성,박정희
피습 사건,1967-11-03,어선납북 사건,37.5261722483585,129.122350295165,1967,김일성,박정희
피습 사건,1967-11-10,북괴군 2개 분대 남침 사건,,,1967,김일성,박정희
피습 사건,1967-11-11,어선납북 사건,37.5261722483585,129.122350295165,1967,김일성,박정희
피습 사건,1968-01-21,청와대 기습 미수 사건,37.566370776634,126.977918351844,1968,김일성,박정희
피습 사건,1968-01-23,미 정찰수집함 푸에블로호 납사 사건,,,1968,김일성,박정희
피습 사건,1968-01-25,북괴군 남침 사건,37.9691945981238,126.779573951463,1968,김일성,박정희
피습 사건,1968-02-04,북괴군 남침 사건,,,1968,김일성,박정희
피습 사건,1968-04-04,무장공비 침투 사건,37.6698705314752,125.692128088145,1968,김일성,박정희
피습 사건,1968-04-14,북괴군 기습총격 사건,37.9556099992588,126.676601006326,1968,김일성,박정희
피습 사건,1968-04-17,북괴군 매복 기습 사건,,,1968,김일성,박정희
피습 사건,1968-06-17,어선납북 사건,37.66519155,125.7020477,1968,김일성,박정희
피습 사건,1968-07-20,지하간첩단 사건,35.0841790513102,126.111187461859,1968,김일성,박정희
피습 사건,1968-07-29,무장간첩 사건,34.7718846174709,126.312902273487,1968,김일성,박정희
피습 사건,1968-08-04,무장공비 침투 사건,37.9691945981238,126.779573951463,1968,김일성,박정희
피습 사건,1968-08-05,미군순찰대 피습 사건,37.9556099992588,126.676601006326,1968,김일성,박정희
피습 사건,1968-08-08,무장공비 침투 사건,37.9691945981238,126.779573951463,1968,김일성,박정희
피습 사건,1968-08-20,무장간첩 침투 사건,35.8154621949065,126.473435206492,1968,김일성,박정희
피습 사건,1968-08-24,통일혁명당 간첩 사건,35.17992599,129.07509523457,1968,김일성,박정희
피습 사건,1968-08-24,통일혁명당 간첩 사건,37.566370776634,126.977918351844,1968,김일성,박정희
피습 사건,1968-10-17,무장공비 침투 사건,,,1968,김일성,박정희
피습 사건,1968-11-03,울진·삼척지구 무장공비 사건,36.9930706136202,129.400679433761,1968,김일성,박정희
피습 사건,1968-11-07,어선납북 사건,37.5261722483585,129.122350295165,1968,김일성,박정희
피습 사건,1968-12-09,양민 일가족참살 사건,36.9930706136202,129.400679433761,1968,김일성,박정희
피습 사건,1969-01-28,위장귀순 간첩 이수근 사건,37.4476109663729,126.452346738588,1969,김일성,박정희
피습 사건,1969-03-16,무장공비 침투 사건,37.8976586491148,128.816839111313,1969,김일성,박정희
피습 사건,1969-04-15,EC-121기 격추 사건,37.5261722483585,129.122350295165,1969,김일성,박정희
피습 사건,1969-06-13,무장간첩선 나포 사건,34.6830172147542,125.427369709808,1969,김일성,박정희
피습 사건,1969-06-17,무장공비 침투 사건,34.6830172147542,125.427369709808,1969,김일성,박정희
피습 사건,1969-09-20,무장간첩선 사건,35.9676029784227,126.736867639844,1969,김일성,박정희
피습 사건,1969-09-24,무장간첩선 사건,34.6830172147542,125.427369709808,1969,김일성,박정희
피습 사건,1969-10-14,무장간첩선 침투 사건,,,1969,김일성,박정희
피습 사건,1969-10-18,미군병사 피살 사건,37.9556099992588,126.676601006326,1969,김일성,박정희
피습 사건,1969-12-11,KAL기 납북 사건,37.7645195812136,128.899617238918,1969,김일성,박정희
피습 사건,1970-03-13,무장공비 침투 사건,38.0965132153527,127.075258645133,1970,김일성,박정희
피습 사건,1970-04-03,무장간첩선 침투 사건,36.677317629205,126.075562194791,1970,김일성,박정희
피습 사건,1970-04-08,무장공비 침투 사건,37.7600286711113,126.779919878758,1970,김일성,박정희
피습 사건,1970-04-29,무장공비 침투 사건,38.0965132153527,127.075258645133,1970,김일성,박정희
피습 사건,1970-06-05,해군방송선 납북 사건,37.6651915483657,125.702047674071,1970,김일성,박정희
피습 사건,1970-06-22,국립묘지 현충문 폭파 사건,37.566370776634,126.977918351844,1970,김일성,박정희
피습 사건,1970-06-29,무장간첩선 침투 사건,35.8154621949065,126.473435206492,1970,김일성,박정희
피습 사건,1970-07-09,어선납북 사건,37.96034201,124.6749428,1970,김일성,박정희
피습 사건,1970-10-10,무장간첩선 침투 사건,37.5261722483585,129.122350295165,1970,김일성,박정희
피습 사건,1970-11-01,군내부 진도 사건,,,1970,김일성,박정희
피습 사건,1971-01-23,KAL기 납북미수 사건,38.2076459987597,128.591956790966,1971,김일성,박정희
피습 사건,1971-05-14,무장간첩선 침투 사건,34.8115348469607,126.391282540059,1971,김일성,박정희
피습 사건,1971-06-01,무장간첩선 격파 사건,33.9637161687124,126.296120635115,1971,김일성,박정희
피습 사건,1971-07-01,무장공비 침투 사건,38.2160427077415,127.214234759284,1971,김일성,박정희
피습 사건,1971-07-29,무장공비 침투 사건,37.854588695275,126.787595361922,1971,김일성,박정희
피습 사건,1971-08-17,무장공비 침투 사건,38.0696897671828,128.170349022337,1971,김일성,박정희
피습 사건,1971-08-18,무장공비 침투 사건,37.6989887300572,126.447154040669,1971,김일성,박정희
피습 사건,1971-08-27,무장공비 침투 사건,37.8159864027581,126.688308399357,1971,김일성,박정희
피습 사건,1971-09-17,무장공비 침투 사건,,,1971,김일성,박정희
피습 사건,1971-10-30,무장간첩선 침투 사건,34.8336021815033,126.351425287896,1971,김일성,박정희
피습 사건,1972-02-04,어선납북 사건,37.8248965826314,124.698247391309,1972,김일성,박정희
피습 사건,1973-03-12,불법총격 사건,38.1467630109648,127.313401631163,1973,김일성,박정희
피습 사건,1973-04-17,무장공비 침투 사건,38.0965132153527,127.075258645133,1973,김일성,박정희
피습 사건,1973-05-17,무장간첩 침투 사건,34.3167363256874,126.745538365407,1973,김일성,박정희
피습 사건,1973-06-05,기초산업침투 간첩단 사건,,,1973,김일성,박정희
피습 사건,1973-06-11,대남 비방방송 재개,,,1973,김일성,박정희
피습 사건,1974-02-15,어선격침 및 납북 사건,37.96034201,124.6749428,1974,김일성,박정희
피습 사건,1974-05-20,무장간첩 침투 사건,33.9637161687124,126.296120635115,1974,김일성,박정희
피습 사건,1974-06-28,해경초계정 피격 사건,,,1974,김일성,박정희
피습 사건,1974-08-15,박대통령 저격미수 사건,37.566370776634,126.977918351844,1974,김일성,박정희
피습 사건,1974-11-11,남침굴 발견 사건,37.9691945981238,126.779573951463,1974,김일성,박정희
피습 사건,1975-03-19,남침굴 2호 발견 사건,38.2160427077415,127.214234759284,1975,김일성,박정희
피습 사건,1975-03-24,북괴기 영공침투 사건,37.96034201,124.6749428,1975,김일성,박정희
피습 사건,1975-06-28,무장간첩 침투 사건,35.1600994105234,126.851461925213,1975,김일성,박정희
피습 사건,1975-06-30,북괴군 검단동침입 사건,37.6035808002834,126.657747518509,1975,김일성,박정희
피습 사건,1975-10-06,무장간첩선 침투 사건,34.6830172147542,125.427369709808,1975,김일성,박정희
피습 사건,1976-04-07,북괴전차 DMZ 출현 사건,38.4518638093902,128.297646756537,1976,김일성,박정희
피습 사건,1976-06-19,무장공비 침투 사건,38.4518638093902,128.297646756537,1976,김일성,박정희
피습 사건,1976-08-18,도끼살인만행 사건,37.9556099992588,126.676601006326,1976,김일성,박정희
피습 사건,1977-07-14,미군헬리콥터 피격 사건,,,1977,김일성,박정희
피습 사건,1978-04-28,무장간첩선 침투 사건,35.8154621949065,126.473435206492,1978,김일성,박정희
피습 사건,1978-05-19,북괴무장선 격침 사건,37.5261722483585,129.122350295165,1978,김일성,박정희
피습 사건,1978-10-16,제3땅굴 구축 확인,37.9556099992588,126.676601006326,1978,김일성,박정희
피습 사건,1978-11-07,무장간첩 사건,36.6010389971776,126.67631788575,1978,김일성,박정희
피습 사건,1979-07-21,무장간첩선 침투 사건,,,1979,김일성,최규하
피습 사건,1979-09-01,무장간첩 사건,,,1979,김일성,최규하
피습 사건,1979-10-09,대규모 간첩단 사건,,,1979,김일성,최규하
피습 사건,1980-03-23,수중침투 침투 사건,37.566370776634,126.977918351844,1980,김일성,전두환
피습 사건,1980-03-27,무장간첩선 사건,35.985186477458,129.546087974399,1980,김일성,전두환
피습 사건,1983-10-09,미얀마 아웅산묘소 폭탄테러,21.71,95.97,1983,김일성,전두환
피습 사건,1983-12-03,부산 다대표 무장간첩 침투,35.17992598569,129.07509523457,1983,김일성,전두환
피습 사건,1984-09-24,북한 무장간첩 민간인 무차별 살상,35.8715665189534,128.601258980014,1984,김일성,전두환
피습 사건,1986-09-14,김포공항 청사 폭탄테러,37.5713695798026,126.802960133589,1986,김일성,전두환
피습 사건,1987-01-15,제27 동진호 조업 중 납북,37.96034201,124.674942791936,1987,김일성,전두환
피습 사건,1987-11-29,KAL 858기 폭파 테러,21.71,95.97,1987,김일성,전두환
피습 사건,1995-05-30,86 우성호 납북,35.8154621949065,126.473435206492,1995,김정일,김영삼
피습 사건,1995-07-09,안승운 목사 납북,42.891255,129.508946,1995,김정일,김영삼
피습 사건,1995-10-24,충남 부여 무장간첩 침투,36.2757349683971,126.909772511932,1995,김정일,김영삼
피습 사건,1996-09-18,잠수함 이용 무장공비 침투,37.7645195812136,128.899617238918,1996,김정일,김영삼
피습 사건,1997-02-15,귀순자 이한영 피살,37.4200218720325,127.126586301128,1997,김정일,김영삼
피습 사건,1998-06-22,북한 잠수정 속초해안 침투,38.2076459987597,128.591956790966,1998,김정일,김대중
피습 사건,1998-12-17,전남 여수 해안 반잠수정 침투,34.7582999491087,127.716470886857,1998,김정일,김대중
피습 사건,1999-06-15,제1연평해전,35.8154621949065,126.473435206492,1999,김정일,김대중
피습 사건,2000-01-01,김동식 목사 납북,42.891255,129.508946,2000,김정일,김대중
피습 사건,2002-06-29,제2연평해전,35.8154621949065,126.473435206492,2002,김정일,김대중
피습 사건,2008-07-11,금강산 관광객 피격,34.5864130620369,126.586983101315,2008,김정일,이명박
피습 사건,2009-11-10,대청해전,35.8154621949065,126.473435206492,2009,김정일,이명박
피습 사건,2010-03-26,천안함 피격 사건,37.96034201,124.674942791936,2010,김정일,이명박
피습 사건,2010-04-20,황장엽 암살 미수 1,37.566370776634,126.977918351844,2010,김정일,이명박
피습 사건,2010-10-19,황장엽 암살 미수 2,37.566370776634,126.977918351844,2010,김정일,이명박
피습 사건,2010-11-23,연평도 무력공격,37.6651915483657,125.702047674071,2010,김정일,이명박
피습 사건,2015-08-04,DMZ 목함지뢰 도발,37.7600286711113,126.779919878758,2015,김정은,박근혜
오물풍선,2024-05-29,First Wave,36.2542683,127.2608089,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,37.80919,126.71015,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,35.75086,127.83267,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,35.93172,127.71118,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,37.4503386,127.1462933,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,37.10531,127.08763,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,36.4485683,128.3559773,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,35.98682777,128.9147287,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,35.63184,127.51603,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,37.4503386,127.1462933,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,37.6768806,127.0854209,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,37.78603,126.26117,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,37.4290844,127.255189,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,38.013769,127.238747,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,37.8577547,126.7829539,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,38.1468023,127.3133,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,38.0694,128.1706,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,38.1063,127.708,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,37.7687254,128.8711752,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,37.78603,126.26117,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,37.566,126.9784,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,37.5797185,126.9856138,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,37.566571,126.9015317,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,37.5262,126.8959,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,37.5748508,126.9760746,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,36.9115864,127.9931536,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,36.6104608,127.3638544,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,37.1326042,128.1913508,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,37.5729,126.97928,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,37.566,126.9784,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,36.29037,127.22768,2024,김정은,윤석열
오물풍선,2024-05-29,First Wave,37.566,126.9784,2024,김정은,윤석열
오물풍선,2024-06-01,Second Wave,37.5171,126.8663,2024,김정은,윤석열
오물풍선,2024-06-01,Second Wave,37.5262,126.8959,2024,김정은,윤석열
오물풍선,2024-06-01,Second Wave,38.0028804,127.0016095,2024,김정은,윤석열
오물풍선,2024-06-02,Second Wave,37.70697307,126.8484995,2024,김정은,윤석열
오물풍선,2024-06-02,Second Wave,37.7598955,126.7801502,2024,김정은,윤석열
오물풍선,2024-06-02,Second Wave,37.7849312,127.0457771,2024,김정은,윤석열
오물풍선,2024-06-02,Second Wave,36.17341,126.88718,2024,김정은,윤석열
오물풍선,2024-06-02,Second Wave,36.80488,127.19431,2024,김정은,윤석열
오물풍선,2024-06-02,Second Wave,37.38445597,128.0146215,2024,김정은,윤석열
오물풍선,2024-06-02,Second Wave,38.1096812,127.9900596,2024,김정은,윤석열
오물풍선,2024-06-02,Second Wave,37.7668069,128.1937951,2024,김정은,윤석열
오물풍선,2024-06-02,Second Wave,36.67437,128.55151,2024,김정은,윤석열
오물풍선,2024-06-02,Second Wave,36.68187,128.9128,2024,김정은,윤석열
오물풍선,2024-06-02,Second Wave,36.59338,129.08923,2024,김정은,윤석열
오물풍선,2024-06-02,Second Wave,36.2437,129.36813,2024,김정은,윤석열
오물풍선,2024-06-02,Second Wave,36.58755,128.18624,2024,김정은,윤석열
오물풍선,2024-06-02,Second Wave,36.2497795,129.3753366,2024,김정은,윤석열
오물풍선,2024-06-02,Second Wave,37.3798891,126.8032255,2024,김정은,윤석열
